	trimmer_id	Dropout? Missing	Dropout Resolution
2372	L124/62	['n/a-n/a']	[nan]
2373	L124/63	['n/a-n/a']	[nan]
2374	L124/64	['n/a-n/a']	[nan]
2375	L124/65	['n/a-n/a']	[nan]
2376	L124/66	['n/a-n/a']	[nan]
2377	L124/67	['n/a-n/a']	[nan]
2378	L124/68.1	['n/a-n/a']	[nan]
2379	L124/68.2	['n/a-n/a']	[nan]
2380	L124/68.3	['Dec2020dropout-Both']	[nan]
2381	L124/69	['n/a-n/a']	[nan]
2382	L124/7	['n/a-n/a']	[nan]
2383	L124/70	['n/a-n/a']	[nan]
2384	L124/71	['n/a-n/a']	[nan]
2385	L124/72	['n/a-n/a']	[nan]
2386	L124/73	['n/a-n/a']	[nan]
2387	L124/74	['n/a-n/a']	[nan]
2388	L124/75	['n/a-n/a']	[nan]
2389	L124/76	['n/a-n/a']	[nan]
2390	L124/77	['n/a-n/a']	[nan]
2391	L124/78	['n/a-n/a']	[nan]
2392	L124/79	['n/a-n/a']	[nan]
2393	L124/8	['n/a-n/a']	[nan]
2394	L124/80	['n/a-n/a']	[nan]
2395	L124/81	['n/a-n/a']	[nan]
2396	L124/82	['n/a-n/a']	[nan]
2397	L124/83	['n/a-n/a']	[nan]
2398	L124/84	['n/a-n/a']	[nan]
2399	L124/85	['n/a-n/a']	[nan]
2400	L124/86	['n/a-n/a']	[nan]
2401	L124/87	['n/a-n/a']	[nan]
2402	L124/88	['n/a-n/a']	[nan]
2403	L124/89	['n/a-n/a']	[nan]
2404	L124/9	['n/a-n/a']	[nan]
2405	L124/90	['n/a-n/a']	[nan]
2406	L124/91	['n/a-n/a']	[nan]
2407	L124/92	['n/a-n/a']	[nan]
2408	L124/93	['n/a-n/a']	[nan]
2409	L124/94	['n/a-n/a']	[nan]
2410	L124/95	['n/a-n/a']	[nan]
2411	L124/96	['n/a-n/a']	[nan]
2412	L124/97	['n/a-n/a']	[nan]
2413	L124/98	['n/a-n/a']	[nan]
2414	L124/99	['n/a-n/a']	[nan]
2415	L125/115.1	['n/a-n/a', 'n/a-n/a', 'n/a-n/a']	[nan, nan, nan]
2416	L125/115.2	['n/a-n/a']	[nan]
2417	L125/115.3	['n/a-n/a']	[nan]
2418	L125/115.4	['n/a-n/a']	[nan]
2419	L125/115.5	['n/a-n/a']	[nan]
2420	L125/118.1	['Dec2020dropout-Both', 'Dec2020dropout-Both', 'Dec2020dropout-Both']	[nan, nan, 'n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)']
2421	L125/118.2	['Dec2020dropout-HC']	[nan]
2422	L125/121.1	['n/a-n/a']	[nan]
2423	L125/121.2	['Dec2020dropout-Both', 'n/a-n/a']	[nan, nan]
2424	L125/121.3	['n/a-n/a']	[nan]
2425	L125/121.4	['n/a-n/a']	[nan]
2426	L125/121.5	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2427	L125/129.1	['n/a-n/a']	[nan]
2428	L125/129.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2429	L125/129.4	['n/a-n/a']	[nan]
2430	L125/129.5	['n/a-n/a']	[nan]
2431	L125/18.1	['n/a-n/a', 'n/a-n/a', 'n/a-n/a']	[nan, nan, nan]
2432	L125/18.2	['Dec2020dropout-Both']	[nan]
2433	L125/18.3	['n/a-n/a']	[nan]
2434	L125/18.4	['n/a-n/a']	[nan]
2435	L125/18.5	['n/a-n/a']	[nan]
2436	L125/18.6	['n/a-n/a']	[nan]
2437	L125/18.7	['Dec2020dropout-HC']	[nan]
2438	L125/76.1	['n/a-n/a', 'n/a-n/a', 'n/a-n/a']	[nan, nan, nan]
2439	L125/76.2	['n/a-n/a', 'n/a-n/a', 'n/a-n/a']	[nan, nan, nan]
2440	L125/76.3	['Dec2020dropout-HC']	[nan]
2441	L125/76.4	['n/a-n/a']	[nan]
2442	L125/76.5	['n/a-n/a']	[nan]
2443	L125/76.6	['n/a-n/a']	[nan]
2444	L125/76.7	['n/a-n/a']	[nan]
2445	L125/76.8	['n/a-n/a']	[nan]
2446	L126/113.3	['n/a-n/a']	[nan]
2447	L126/49.1	['n/a-n/a']	[nan]
2448	L126/56.2	['Dec2020dropout-Both', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2449	L126/93.1	['n/a-n/a']	[nan]
2450	L126/93.4	['n/a-n/a']	[nan]
2451	L126/93.5	['n/a-n/a']	[nan]
2452	L126/97.2	['n/a-n/a']	[nan]
2453	L127/10	['n/a-n/a']	[nan]
2454	L127/100	['n/a-n/a']	[nan]
2455	L127/101	['n/a-n/a']	[nan]
2456	L127/102	['n/a-n/a']	[nan]
2457	L127/103	['n/a-n/a']	[nan]
2458	L127/104	['n/a-n/a']	[nan]
2459	L127/105	['n/a-n/a']	[nan]
2460	L127/106.1	['n/a-n/a']	[nan]
2461	L127/106.2	['Dec2020dropout-HC']	[nan]
2462	L127/106.3	['n/a-n/a']	[nan]
2463	L127/108	['n/a-n/a']	[nan]
2464	L127/109	['n/a-n/a']	[nan]
2465	L127/11	['n/a-n/a']	[nan]
2466	L127/110	['Dec2020dropout-Both']	['n/a, Category 4 parent so skip for now']
2467	L127/113	['n/a-n/a']	[nan]
2468	L127/114	['n/a-n/a']	[nan]
2469	L127/115	['n/a-n/a']	[nan]
2470	L127/116	['n/a-n/a']	[nan]
2471	L127/117	['n/a-n/a']	[nan]
2472	L127/118	['n/a-n/a']	[nan]
2473	L127/119	['n/a-n/a']	[nan]
2474	L127/12.1	['n/a-n/a']	[nan]
2475	L127/12.2	['n/a-n/a']	[nan]
2476	L127/12.3	['n/a-n/a']	[nan]
2477	L127/12.4	['n/a-n/a']	[nan]
2478	L127/12.5	['n/a-n/a']	[nan]
2479	L127/120	['n/a-n/a']	[nan]
2480	L127/121	['n/a-n/a']	[nan]
2481	L127/122	['n/a-n/a']	[nan]
2482	L127/123	['n/a-n/a']	[nan]
2483	L127/124	['n/a-n/a']	[nan]
2484	L127/125	['n/a-n/a']	[nan]
2485	L127/126	['n/a-n/a']	[nan]
2486	L127/127	['n/a-n/a']	[nan]
2487	L127/128	['n/a-n/a']	[nan]
2488	L127/129	['n/a-n/a']	[nan]
2489	L127/13	['n/a-n/a']	[nan]
2490	L127/130	['n/a-n/a']	[nan]
2491	L127/131	['n/a-n/a']	[nan]
2492	L127/132	['n/a-n/a']	[nan]
2493	L127/133	['n/a-n/a']	[nan]
2494	L127/134	['n/a-n/a']	[nan]
2495	L127/135	['n/a-n/a']	[nan]
2496	L127/136	['n/a-n/a']	[nan]
2497	L127/137	['n/a-n/a']	[nan]
2498	L127/138	['n/a-n/a']	[nan]
2499	L127/139	['n/a-n/a']	[nan]
2500	L127/14	['n/a-n/a']	[nan]
2501	L127/140	['n/a-n/a']	[nan]
2502	L127/141	['n/a-n/a']	[nan]
2503	L127/142	['n/a-n/a']	[nan]
2504	L127/16	['n/a-n/a']	[nan]
2505	L127/18	['n/a-n/a']	[nan]
2506	L127/19	['n/a-n/a']	[nan]
2507	L127/2	['n/a-n/a']	[nan]
2508	L127/20	['n/a-n/a']	[nan]
2509	L127/21	['n/a-n/a']	[nan]
2510	L127/22	['n/a-n/a']	[nan]
2511	L127/23	['Dec2020dropout-Both']	['n/a, Category 4 parent so skip for now']
2512	L127/24	['n/a-n/a']	[nan]
2513	L127/25	['n/a-n/a']	[nan]
2514	L127/26	['n/a-n/a']	[nan]
2515	L127/27	['n/a-n/a']	[nan]
2516	L127/29	['n/a-n/a']	[nan]
2517	L127/30	['n/a-n/a']	[nan]
2518	L127/31	['n/a-n/a']	[nan]
2519	L127/32	['n/a-n/a']	[nan]
2520	L127/33	['n/a-n/a']	[nan]
2521	L127/34	['n/a-n/a']	[nan]
2522	L127/35	['n/a-n/a']	[nan]
2523	L127/36	['n/a-n/a']	[nan]
2524	L127/37	['n/a-n/a']	[nan]
2525	L127/38	['n/a-n/a']	[nan]
2526	L127/39	['n/a-n/a']	[nan]
2527	L127/40	['n/a-n/a']	[nan]
2528	L127/41	['n/a-n/a']	[nan]
2529	L127/42	['n/a-n/a']	[nan]
2530	L127/43	['n/a-n/a']	[nan]
2531	L127/44	['n/a-n/a']	[nan]
2532	L127/45	['n/a-n/a']	[nan]
2533	L127/46	['n/a-n/a']	[nan]
2534	L127/48	['n/a-n/a']	[nan]
2535	L127/49	['Dec2020dropout-Both']	['n/a, Category 4 parent so skip for now']
2536	L127/5	['n/a-n/a']	[nan]
2537	L127/50	['n/a-n/a']	[nan]
2538	L127/51	['n/a-n/a']	[nan]
2539	L127/52	['n/a-n/a']	[nan]
2540	L127/53	['n/a-n/a']	[nan]
2541	L127/54	['n/a-n/a']	[nan]
2542	L127/55	['n/a-n/a']	[nan]
2543	L127/56	['n/a-n/a']	[nan]
2544	L127/58	['n/a-n/a']	[nan]
2545	L127/59	['n/a-n/a']	[nan]
2546	L127/6	['n/a-n/a']	[nan]
2547	L127/60	['n/a-n/a']	[nan]
2548	L127/61	['n/a-n/a']	[nan]
2549	L127/62	['n/a-n/a']	[nan]
2550	L127/63	['n/a-n/a']	[nan]
2551	L127/66	['n/a-n/a']	[nan]
2552	L127/67	['n/a-n/a']	[nan]
2553	L127/68	['n/a-n/a']	[nan]
2554	L127/69	['n/a-n/a']	[nan]
2555	L127/7	['n/a-n/a']	[nan]
2556	L127/70	['n/a-n/a']	[nan]
2557	L127/71	['n/a-n/a']	[nan]
2558	L127/72	['n/a-n/a']	[nan]
2559	L127/73	['n/a-n/a']	[nan]
2560	L127/74	['n/a-n/a']	[nan]
2561	L127/76	['n/a-n/a']	[nan]
2562	L127/77	['n/a-n/a']	[nan]
2563	L127/78	['n/a-n/a']	[nan]
2564	L127/79	['n/a-n/a']	[nan]
2565	L127/8.1	['n/a-n/a']	[nan]
2566	L127/8.2	['n/a-n/a']	[nan]
2567	L127/8.3	['n/a-n/a']	[nan]
2568	L127/8.4	['n/a-n/a']	[nan]
2569	L127/8.5	['n/a-n/a']	[nan]
2570	L127/80	['n/a-n/a']	[nan]
2571	L127/81	['n/a-n/a']	[nan]
2572	L127/82	['n/a-n/a']	[nan]
2573	L127/83	['n/a-n/a']	[nan]
2574	L127/84	['n/a-n/a']	[nan]
2575	L127/85	['n/a-n/a']	[nan]
2576	L127/86	['n/a-n/a']	[nan]
2577	L127/88	['n/a-n/a']	[nan]
2578	L127/89	['n/a-n/a']	[nan]
2579	L127/9	['n/a-n/a']	[nan]
2580	L127/90.1	['n/a-n/a']	[nan]
2581	L127/90.2	['n/a-n/a']	[nan]
2582	L127/91	['n/a-n/a']	[nan]
2583	L127/92	['n/a-n/a']	[nan]
2584	L127/93	['n/a-n/a']	[nan]
2585	L127/94	['n/a-n/a']	[nan]
2586	L127/95	['n/a-n/a']	[nan]
2587	L127/98	['n/a-n/a']	[nan]
2588	L127/99	['n/a-n/a']	[nan]
2589	L128/124.1	['n/a-n/a']	[nan]
2590	L128/15.1	['n/a-n/a']	[nan]
2591	L128/18.1	['n/a-n/a']	[nan]
2592	L128/36.1	['n/a-n/a']	[nan]
2593	L128/43.1.2	['Dec2020dropout-Both', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2594	L128/43.1.4	['n/a-n/a']	[nan]
2595	L128/43.1.5	['n/a-n/a']	[nan]
2596	L128/89.1	['n/a-n/a']	[nan]
2597	L129/11.2	['n/a-n/a']	[nan]
2598	L129/19.1	['n/a-n/a']	[nan]
2599	L129/27.1	['n/a-n/a']	[nan]
2600	L129/87.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2601	L129/87.1 + K19/36.1	['n/a-n/a']	[nan]
2602	L129/93.1	['n/a-n/a']	[nan]
2603	L129/93.3	['n/a-n/a']	[nan]
2604	L129/93.4	['n/a-n/a']	[nan]
2605	L129/96.1.1	['n/a-n/a']	[nan]
2606	L129/96.1.4	['n/a-n/a']	[nan]
2607	L129/96.1.5	['n/a-n/a']	[nan]
2608	L130/1.1	['n/a-n/a', 'Dec2020dropout-Both']	[nan, nan]
2609	L130/1.2	['n/a-n/a']	[nan]
2610	L130/1.3	['n/a-n/a']	[nan]
2611	L130/119.1	['n/a-n/a']	[nan]
2612	L130/27.1	['n/a-n/a']	[nan]
2613	L130/49.1	['n/a-n/a']	[nan]
2614	L131/17.1	['n/a-n/a']	[nan]
2615	L131/17.2	['n/a-n/a']	[nan]
2616	L131/17.4	['n/a-n/a']	[nan]
2617	L131/20.1	['n/a-n/a']	[nan]
2618	L131/20.2	['n/a-n/a']	[nan]
2619	L131/20.3	['n/a-n/a']	[nan]
2620	L131/27.1	['n/a-n/a']	[nan]
2621	L131/27.2	['n/a-n/a']	[nan]
2622	L131/27.4	['n/a-n/a']	[nan]
2623	L131/42.1	['n/a-n/a']	[nan]
2624	L131/42.2	['n/a-n/a']	[nan]
2625	L131/42.3	['n/a-n/a']	[nan]
2626	L131/60.1	['n/a-n/a']	[nan]
2627	L131/60.3	['n/a-n/a']	[nan]
2628	L131/60.5	['n/a-n/a']	[nan]
2629	L14/12.1	['Dec2020dropout-HC', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2630	L14/2.1	['Dec2020dropout-HC']	[nan]
2631	L16/24.1	['n/a-n/a']	[nan]
2632	L16/33.1	['n/a-n/a']	[nan]
2633	L16/45.1	['n/a-n/a']	[nan]
2634	L17/75.1	['n/a-n/a']	[nan]
2635	L18A/3.1	['n/a-n/a', nan]	[nan, nan]
2636	L18A/3.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2637	L18A/3R	['n/a-n/a']	[nan]
2638	L20/23.1	['n/a-n/a']	[nan]
2639	L20/26.2	['n/a-n/a']	[nan]
2640	L20/41.1.1	['n/a-n/a']	[nan]
2641	L20/8.2	[nan, nan, 'Dec2020dropout-Both']	[nan, nan, nan]
2642	L20/8.3	['n/a-n/a']	[nan]
2643	L20/8.4	['n/a-n/a']	[nan]
2644	L20/8R	['n/a-n/a']	[nan]
2645	L21/14	['n/a-n/a']	[nan]
2646	L21/15	['n/a-n/a']	[nan]
2647	L21/31	['n/a-n/a']	[nan]
2648	L21/32.1	['n/a-n/a', 'n/a-n/a', 'n/a-n/a']	[nan, nan, nan]
2649	L21/32.2	['n/a-n/a']	[nan]
2650	L21/32.3	['n/a-n/a']	[nan]
2651	L21/32.4	['n/a-n/a']	[nan]
2652	L21/32.5	['n/a-n/a']	[nan]
2653	L23/27.1	['n/a-n/a']	[nan]
2654	L23/27.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2655	L23/27.3	['n/a-n/a']	[nan]
2656	L23/27.4	['n/a-n/a']	[nan]
2657	L23/27.5	['n/a-n/a']	[nan]
2658	L23/27.6	['n/a-n/a']	[nan]
2659	L24/1.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2660	L24/1.2	['n/a-n/a']	[nan]
2661	L24/1.3	['n/a-n/a']	[nan]
2662	L24/1.4	['n/a-n/a']	[nan]
2663	L24/1.5	['n/a-n/a']	[nan]
2664	L24/11.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2665	L24/11.2	['n/a-n/a']	[nan]
2666	L24/11.3	['n/a-n/a']	[nan]
2667	L24/11.4	['n/a-n/a']	[nan]
2668	L24/11.5	['n/a-n/a']	[nan]
2669	L24/18.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2670	L24/18.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2671	L24/18.3	['n/a-n/a']	[nan]
2672	L24/18.4	['n/a-n/a']	[nan]
2673	L24/18.5	['n/a-n/a']	[nan]
2674	L24/19.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2675	L24/19.2	['n/a-n/a']	[nan]
2676	L24/19.3	['n/a-n/a']	[nan]
2677	L24/19.4	['n/a-n/a']	[nan]
2678	L24/19.5	['n/a-n/a']	[nan]
2679	L24/20.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2680	L24/20.2	['n/a-n/a']	[nan]
2681	L24/20.3	['n/a-n/a']	[nan]
2682	L24/20.4	['n/a-n/a']	[nan]
2683	L24/20.5	['n/a-n/a']	[nan]
2684	L24/21.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2685	L24/21.2	['n/a-n/a']	[nan]
2686	L24/21.3	['n/a-n/a']	[nan]
2687	L24/21.4	['n/a-n/a']	[nan]
2688	L24/21.5	['n/a-n/a']	[nan]
2689	L24/24.1	['Dec2020dropout-HC', 'n/a-n/a', 'Dec2020dropout-HC']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan, 'n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)']
2690	L24/24.2	['Dec2020dropout-HC']	[nan]
2691	L24/24.3	['Dec2020dropout-HC']	[nan]
2692	L24/24.4	['Dec2020dropout-HC']	[nan]
2693	L24/24.5	['Dec2020dropout-HC']	[nan]
2694	L28/36.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2695	L28/36.2	['n/a-n/a']	[nan]
2696	L28/36.3	['Dec2020dropout-Both']	[nan]
2697	L28/36.4	['n/a-n/a']	[nan]
2698	L28/36.5	['n/a-n/a']	[nan]
2699	L28/4.1	['n/a-n/a']	[nan]
2700	L28/4.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2701	L28/4.3	['n/a-n/a']	[nan]
2702	L28/4.4	['n/a-n/a']	[nan]
2703	L28/4.5	['n/a-n/a']	[nan]
2704	L28/4R	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2705	L28/9.1	['n/a-n/a', 'Dec2020dropout-Both']	[nan, 'n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)']
2706	L28/9.2	['n/a-n/a']	[nan]
2707	L28/9.3	['n/a-n/a']	[nan]
2708	L28/9.4	['n/a-n/a']	[nan]
2709	L28/9.5	['n/a-n/a']	[nan]
2710	L3/19.1	['n/a-n/a']	[nan]
2711	L3/8.1	['Dec2020dropout-Both', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2712	L30/1.1	['n/a-n/a']	[nan]
2713	L30/26.1	['n/a-n/a']	[nan]
2714	L30/34.1	['n/a-n/a']	[nan]
2715	L30/45.1	['n/a-n/a']	[nan]
2716	L30/8.1	['n/a-n/a']	[nan]
2717	L32/12.1	['n/a-n/a']	[nan]
2718	L32/12.2	['n/a-n/a']	[nan]
2719	L32/17.1	['n/a-n/a']	[nan]
2720	L33/33.1	['n/a-n/a']	[nan]
2721	L36/12.9	['n/a-n/a', nan]	[nan, nan]
2722	L38/1.1	['n/a-n/a']	[nan]
2723	L38/11.1	['n/a-n/a']	[nan]
2724	L38/20.1	['n/a-n/a']	[nan]
2725	L38/3.1	['n/a-n/a']	[nan]
2726	L39/15.1A	['Dec2020dropout-HC']	[nan]
2727	L39/36.1A	['Dec2020dropout-Both']	[nan]
2728	L4/25.2	['Dec2020dropout-HC']	[nan]
2729	L4/6.1	['n/a-n/a']	[nan]
2730	L42/17.1	[nan]	[nan]
2731	L42/17.2	['n/a-n/a']	[nan]
2732	L42/17.3	['n/a-n/a']	[nan]
2733	L42/17R	['n/a-n/a']	[nan]
2734	L43/40.1	['n/a-n/a']	[nan]
2735	L43/40.2	['n/a-n/a']	[nan]
2736	L43/40.3	['n/a-n/a']	[nan]
2737	L43/40R	['n/a-n/a']	[nan]
2738	L43/6.1	['n/a-n/a']	[nan]
2739	L45/1.1	['n/a-n/a']	[nan]
2740	L45/30.1	['n/a-n/a']	[nan]
2741	L45/30.2	['n/a-n/a']	[nan]
2742	L45/30.4	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2743	L46/39.1	['n/a-n/a']	[nan]
2744	L46/41.1	['n/a-n/a']	[nan]
2745	L46/45.1	['n/a-n/a']	[nan]
2746	L47/41.1	['n/a-n/a']	[nan]
2747	L48A/29.1	['n/a-n/a', 'n/a-n/a', 'n/a-n/a']	[nan, nan, nan]
2748	L48A/29.2	['n/a-n/a']	[nan]
2749	L48A/29.3	['n/a-n/a']	[nan]
2750	L48A/29.4	['n/a-n/a']	[nan]
2751	L48A/31.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2752	L48A/31.2	['n/a-n/a']	[nan]
2753	L48A/31.3	['n/a-n/a']	[nan]
2754	L48A/31.4	['n/a-n/a']	[nan]
2755	L48A/31.5	['Dec2020dropout-Both']	[nan]
2756	L48A/9.1	['n/a-n/a', 'n/a-n/a', 'n/a-n/a']	[nan, nan, nan]
2757	L48A/9.2	['n/a-n/a', 'Dec2020dropout-Both']	[nan, 'n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)']
2758	L48A/9.3	['n/a-n/a']	[nan]
2759	L48A/9.4	['n/a-n/a']	[nan]
2760	L48A/9.5	['n/a-n/a']	[nan]
2761	L49/20.1	['Dec2020dropout-Both', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2762	L5/1.1	['n/a-n/a']	[nan]
2763	L5/1.2	['n/a-n/a']	[nan]
2764	L5/1.3	['n/a-n/a']	[nan]
2765	L5/1R	['n/a-n/a']	[nan]
2766	L51/57.1	['n/a-n/a']	[nan]
2767	L51/73.1	['n/a-n/a']	[nan]
2768	L51/74.1	['n/a-n/a']	[nan]
2769	L51/80.1	['n/a-n/a']	[nan]
2770	L51/82.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2771	L51/82.2	['n/a-n/a']	[nan]
2772	L51/82.3	['Dec2020dropout-LC']	[nan]
2773	L51/82.4	[nan]	[nan]
2774	L51/82.5	[nan]	[nan]
2775	L51/82R	['n/a-n/a']	[nan]
2776	L52/29.1	['Dec2020dropout-HC', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2777	L52A/9.2	['Dec2020dropout-HC', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2778	L55/10.1	['n/a-n/a']	[nan]
2779	L55/11.1.1	['n/a-n/a']	[nan]
2780	L55/25.1	['n/a-n/a']	[nan]
2781	L55/3.1	['n/a-n/a']	[nan]
2782	L55/54.1	['n/a-n/a']	[nan]
2783	L55/6.1.1	['n/a-n/a']	[nan]
2784	L57/23.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2785	L57/23.2	['n/a-n/a']	[nan]
2786	L57/23.3	['n/a-n/a']	[nan]
2787	L57/23.4	['n/a-n/a']	[nan]
2788	L57/23.5	['n/a-n/a']	[nan]
2789	L57/46.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2790	L57/46.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2791	L57/46.3	['Dec2020dropout-Both']	[nan]
2792	L57/46.4	['n/a-n/a']	[nan]
2793	L57/46.5	['n/a-n/a']	[nan]
2794	L57/47.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2795	L57/47.2	['n/a-n/a']	[nan]
2796	L57/47.3	['n/a-n/a']	[nan]
2797	L57/47.4	['n/a-n/a']	[nan]
2798	L57/47.5	['n/a-n/a']	[nan]
2799	L57/9.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2800	L57/9.2	['n/a-n/a']	[nan]
2801	L57/9.3	['n/a-n/a']	[nan]
2802	L57/9.4	['n/a-n/a']	[nan]
2803	L57/9.5	['n/a-n/a']	[nan]
2804	L58A/1.1	['n/a-n/a']	[nan]
2805	L58A/13.1	['n/a-n/a']	[nan]
2806	L58A/18.1	['n/a-n/a']	[nan]
2807	L58A/6.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2808	L6/2.1	['n/a-n/a']	[nan]
2809	L6/23.2	['n/a-n/a']	[nan]
2810	L6/23.3	['n/a-n/a']	[nan]
2811	L6/23.4	['n/a-n/a']	[nan]
2812	L6/23R	['n/a-n/a']	[nan]
2813	L6/25.1	['n/a-n/a']	[nan]
2814	L6/43.2	['Dec2020dropout-Both', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2815	L6/47.1	['n/a-n/a']	[nan]
2816	L6/48.1	['n/a-n/a']	[nan]
2817	L6/48.2	['n/a-n/a']	[nan]
2818	L6/48.3	['n/a-n/a']	[nan]
2819	L6/54.1	['n/a-n/a']	[nan]
2820	L6/55.1	['n/a-n/a']	[nan]
2821	L6/60.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2822	L6/60.2	['n/a-n/a']	[nan]
2823	L6/60.3	['n/a-n/a']	[nan]
2824	L6/67.1	['n/a-n/a']	[nan]
2825	L60/14.1	['n/a-n/a']	[nan]
2826	L60/2.1	['n/a-n/a']	[nan]
2827	L60/4.1	['n/a-n/a']	[nan]
2828	L60/4.2	['n/a-n/a']	[nan]
2829	L60/4.3	['n/a-n/a']	[nan]
2830	L60/4R	['n/a-n/a']	[nan]
2831	L61/14.1	['Dec2020dropout-HC']	[nan]
2832	L61/14.2	['n/a-n/a']	[nan]
2833	L61/14R	['n/a-n/a']	[nan]
2834	L61C/25.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2835	L61C/25.2	['n/a-n/a']	[nan]
2836	L61C/25.3	['n/a-n/a']	[nan]
2837	L61C/30.1	['n/a-n/a']	[nan]
2838	L61C/30.2	['n/a-n/a']	[nan]
2839	L61C/30.3	['n/a-n/a']	[nan]
2840	L61C/7.1	['n/a-n/a']	[nan]
2841	L61C/7.2	['n/a-n/a']	[nan]
2842	L61C/7.3	['n/a-n/a']	[nan]
2843	L62/1.4	['n/a-n/a']	[nan]
2844	L62/29.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2845	L62/29.2	['n/a-n/a']	[nan]
2846	L62/29.3	['n/a-n/a']	[nan]
2847	L63/22.6	['n/a-n/a']	[nan]
2848	L63/30.1	['n/a-n/a']	[nan]
2849	L63/35.1	['Dec2020dropout-Both', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2850	L63/48.1	['Dec2020dropout-HC']	[nan]
2851	L64/17.2	['n/a-n/a']	[nan]
2852	L64/32.1	['n/a-n/a']	[nan]
2853	L64/4.1	['n/a-n/a']	[nan]
2854	L66/9.1	['n/a-n/a']	[nan]
2855	L67/53.1	['n/a-n/a']	[nan]
2856	L68/1.1	['n/a-n/a']	[nan]
2857	L68/2.1	['Dec2020dropout-Both', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2858	L68/4.1	['Dec2020dropout-HC', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2859	L69/42.3	['Dec2020dropout-HC', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2860	L69/45.1	['Dec2020dropout-HC', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2861	L69/47.1	['Dec2020dropout-Both', 'Dec2020dropout-HC']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2862	L7/1.1	['Dec2020dropout-HC']	[nan]
2863	L7/2.1	['Dec2020dropout-HC']	[nan]
2864	L7/3.2	['n/a-n/a']	[nan]
2865	L7/4.1	['Dec2020dropout-HC']	[nan]
2866	L7/5.1	['Dec2020dropout-HC']	[nan]
2867	L7/8.1	['n/a-n/a']	[nan]
2868	L70A/1.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2869	L70A/8.1	['Dec2020dropout-HC', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
2870	L71/22.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
2871	L71/22.2	['n/a-n/a']	[nan]
